Season,Site,Test #,Full Date,Year,Month,Day,Hour,Minute,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon [pCi/L],Radon 2-Sigma Uncert. [pCi/L],Units Byte,Run #,Cycle #,C/A Count Ratio,Mode,Calculated Radon [Dpm/L],Calculated Radon 2-Sigma Uncert. [Dpm/L],Calculated Thoron [Dpm/L],Calculated Thoron 2-Sigma Uncert. [Dpm/L],Radon In Water [Dpm/L],Thoron In Water [Dpm/L],Water Temperature [Celsius],Meaningful Thoron Threshold (Air) [Dpm/L],Meaningful Thoron Threshold (Water) [Dpm/L],Total Counts (A),Total Counts (B),Total Counts (C),Total Counts (D),Total Counts (Other),Avg. CPM (A),Avg. CPM (B),Avg. CPM (C),Avg. CPM (D),Avg. CPM (Other)
Wet,Cabral,467,3/28/2022 21:58,22,3,28,21,58,69,4.6,21.8,1.5,73.9,0,2218,8,28.4,5,2,6.27,50,134,13.30967,8.873114,255,16,64,3.39,Sniff,29.26,,,,5.06,,28.7,,,,,,,,,,,,
Wet,Cabral,468,3/28/2022 22:03,22,3,28,22,3,77,4.5,22.1,2.6,72.7,0,2218,9,28.4,5,2,6.27,50,134,15.16672,9.35455,255,16,65,3.29,Sniff,33.88,,,,5.72,,28.8,,,,,,,,,,,,
Wet,Cabral,469,3/28/2022 22:08,22,3,28,22,8,69,4.6,17.4,0,76.8,0,2218,8,28.4,5,2,6.24,50,134,10.64774,8.173115,255,16,66,4.41,Sniff,23.54,,,,3.96,,28.7,,,,,,,,,,,,
Wet,Cabral,470,3/28/2022 22:13,22,3,28,22,13,61,4.6,24.6,1.7,67.2,4.9,2236,9,28.4,5,2,6.27,50,134,12.42236,9.091582,255,16,67,2.73,Sniff,25.96,,,,4.4,,28.6,,,,,,,,,,,,
Wet,Cabral,471,3/28/2022 22:18,22,3,28,22,18,69,4.6,18.9,1.5,73.9,1.5,2236,9,28.4,5,2,6.24,50,134,11.53505,8.414655,255,16,68,3.91,Sniff,24.42,,,,4.18,,28.6,,,,,,,,,,,,
Wet,Cabral,472,3/28/2022 22:23,22,3,28,22,23,72,4.5,26.4,0,70.8,1.4,2201,9,28.4,5,2,6.24,50,134,16.95104,9.764043,255,16,69,2.68,Sniff,36.74,,,,6.16,,28.5,,,,,,,,,,,,
Wet,Cabral,473,3/28/2022 22:28,22,3,28,22,28,65,4.6,30.8,0,69.2,0,2218,9,28.4,5,2,6.27,50,134,17.74623,9.906966,255,16,70,2.25,Sniff,39.16,,,,6.6,,28.5,,,,,,,,,,,,
Wet,Cabral,474,3/28/2022 22:33,22,3,28,22,33,45,4.6,24.5,2.2,66.7,0,2201,9,28.7,5,2,6.27,50,134,9.760427,7.922096,255,16,71,2.72,Sniff,21.56,,,,3.74,,28.5,,,,,,,,,,,,
Wet,Cabral,475,3/28/2022 22:38,22,3,28,22,38,52,4.6,23.1,3.9,71.2,0,2218,9,28.7,5,2,6.24,50,134,10.64774,8.173115,255,16,72,3.08,Sniff,23.54,,,,3.96,,28.5,,,,,,,,,,,,
Wet,Cabral,476,3/28/2022 22:43,22,3,28,22,43,41,4.6,19.5,2.5,75.6,2.5,2218,9,28.7,5,2,6.24,50,134,6.211181,7.098492,255,16,73,3.88,Sniff,14.52,,,,2.42,,28.5,,,,,,,,,,,,
Wet,Cabral,477,3/28/2022 22:48,22,3,28,22,48,48,4.6,25,0,72.9,0,2218,9,28.7,5,2,6.24,50,134,10.64774,8.173115,255,16,74,2.92,Sniff,23.32,,,,3.96,,28.6,,,,,,,,,,,,
Wet,Cabral,478,3/28/2022 22:53,22,3,28,22,53,38,4.6,29,0,65.8,2.6,2218,9,28.4,5,2,6.24,50,134,9.760427,7.922096,255,16,75,2.27,Sniff,20.46,,,,3.52,,28.6,,,,,,,,,,,,
Wet,Cabral,479,3/28/2022 22:58,22,3,28,22,58,50,4.6,22,0,70,0,2218,9,28.7,5,2,6.24,50,134,9.760427,7.922096,255,16,76,3.18,Sniff,21.56,,,,3.74,,28.6,,,,,,,,,,,,
Wet,Cabral,480,3/28/2022 23:03,22,3,28,23,3,36,4.6,25,5.6,66.7,0,2218,9,28.7,5,2,6.24,50,134,7.942637,7.346547,255,16,77,2.67,Sniff,17.6,,,,3.08,,28.4,,,,,,,,,,,,
Wet,Cabral,481,3/28/2022 23:08,22,3,28,23,8,44,4.6,27.3,0,68.2,2.3,2218,9,28.7,5,2,6.24,50,134,10.64774,8.173115,255,16,78,2.5,Sniff,22.44,,,,3.74,,28.5,,,,,,,,,,,,
Wet,Cabral,482,3/28/2022 23:13,22,3,28,23,13,29,4.6,24.2,0,75.9,0,2218,9,28.7,5,2,6.27,50,134,6.177606,6.75729,255,16,79,3.14,Sniff,13.64,,,,2.42,,28.5,,,,,,,,,,,,
Wet,Cabral,483,3/28/2022 23:18,22,3,28,23,18,34,4.6,29.4,0,67.7,3,2218,9,28.7,5,2,6.24,50,134,7.942637,7.618974,255,16,80,2.3,Sniff,18.48,,,,3.08,,28.5,,,,,,,,,,,,
Wet,Cabral,484,3/28/2022 23:23,22,3,28,23,23,27,4.6,29.6,0,59.3,3.7,2218,8,28.4,5,2,6.24,50,134,6.177606,7.060121,255,16,81,2,Sniff,14.52,,,,2.42,,28.5,,,,,,,,,,,,
Wet,Cabral,485,3/28/2022 23:28,22,3,28,23,28,21,4.6,28.6,4.8,66.7,0,2201,8,28.4,5,2,6.24,50,134,5.29509,6.434862,255,16,82,2.33,Sniff,11.66,,,,1.98,,28.5,,,,,,,,,,,,
Wet,Cabral,486,3/28/2022 23:33,22,3,28,23,33,28,4.6,17.9,7.2,67.9,0,2218,9,28.4,5,2,6.24,50,134,4.412577,6.088454,255,16,83,3.79,Sniff,9.68,,,,1.76,,28.4,,,,,,,,,,,,
Wet,Cabral,487,3/28/2022 23:38,22,3,28,23,38,30,4.6,30,0,60,3.3,2201,9,28.4,5,2,6.24,50,134,7.942637,7.346547,255,16,84,2,Sniff,16.5,,,,2.86,,28.5,,,,,,,,,,,,
Wet,Cabral,488,3/28/2022 23:43,22,3,28,23,43,27,4.6,33.3,0,63,0,2201,9,28.4,5,2,6.24,50,134,7.942637,7.346547,255,16,85,1.89,Sniff,17.6,,,,3.08,,28.4,,,,,,,,,,,,
Wet,Cabral,489,3/28/2022 23:48,22,3,28,23,48,24,4.6,20.8,0,75,0,2236,9,28.1,5,2,6.24,50,134,4.412577,6.088454,255,16,86,3.61,Sniff,9.68,,,,1.76,,28.4,,,,,,,,,,,,
Wet,Cabral,490,3/28/2022 23:53,22,3,28,23,53,27,4.6,18.5,11.1,55.6,11.1,2218,9,28.1,5,2,6.24,50,134,3.53006,6.434862,255,16,87,3.01,Sniff,6.38,,,,1.1,,28.4,,,,,,,,,,,,
Wet,Cabral,491,3/28/2022 23:59,22,3,28,23,59,28,4.6,28.6,7.2,57.2,3.6,2236,9,28.1,5,2,6.24,50,134,7.060121,7.060121,255,16,88,2,Sniff,14.52,,,,2.42,,28.4,,,,,,,,,,,,
Wet,Cabral,492,3/29/2022 0:04,22,3,29,0,4,16,4.6,37.5,0,56.3,0,2218,8,28.1,5,2,6.24,50,134,5.29509,6.434862,255,16,89,1.5,Sniff,11.66,,,,1.98,,28.4,,,,,,,,,,,,
Wet,Cabral,493,3/29/2022 0:09,22,3,29,0,9,17,4.6,11.8,5.9,70.6,5.9,2218,8,28.1,5,2,6.21,50,134,1.76503,4.822152,255,16,90,5.98,Sniff,2.86,,,,0.484,,28.4,,,,,,,,,,,,
Wet,Cabral,494,3/29/2022 0:14,22,3,29,0,14,20,4.6,30,5,60,0,2218,9,27.8,5,2,6.21,50,134,5.29509,6.434862,255,16,91,2,Sniff,11.66,,,,1.98,,28.3,,,,,,,,,,,,
Wet,Cabral,495,3/29/2022 0:19,22,3,29,0,19,14,4.6,28.6,0,71.4,0,2218,9,27.8,5,2,6.24,50,134,3.53006,5.711758,255,16,92,2.5,Sniff,7.92,,,,1.342,,28.3,,,,,,,,,,,,
Wet,Cabral,496,3/29/2022 0:24,22,3,29,0,24,15,4.6,20,0,66.7,0,2218,9,27.8,5,2,6.24,50,134,2.647545,5.29509,255,16,93,3.34,Sniff,5.94,,,,1.012,,28.3,,,,,,,,,,,,
Wet,Cabral,497,3/29/2022 0:29,22,3,29,0,29,16,4.6,25,6.3,62.5,0,2218,9,27.8,5,2,6.21,50,134,3.53006,5.711758,255,16,94,2.5,Sniff,7.7,,,,1.342,,28.3,,,,,,,,,,,,
Wet,Cabral,498,3/29/2022 0:34,22,3,29,0,34,15,4.6,33.3,0,60,0,2218,9,27.8,5,2,6.21,50,134,4.412577,6.088454,255,16,95,1.8,Sniff,9.68,,,,1.76,,28.3,,,,,,,,,,,,
Wet,Cabral,499,3/29/2022 0:39,22,3,29,0,39,18,4.6,44.5,0,44.5,11.1,2218,9,27.8,5,2,6.24,50,134,6.177606,7.346547,255,16,96,1,Sniff,13.42,,,,2.2,,28.2,,,,,,,,,,,,
Wet,Cabral,500,3/29/2022 0:44,22,3,29,0,44,13,4.6,7.7,7.7,69.2,7.7,2218,8,28.1,5,2,6.24,50,134,0.8825151,4.26116,255,16,97,8.99,Sniff,0.88,,,,0.154,,28.3,,,,,,,,,,,,
Wet,Cabral,501,3/29/2022 0:49,22,3,29,0,49,18,4.6,44.5,5.6,50,0,2236,9,27.8,5,2,6.21,50,134,7.060121,7.060121,255,16,98,1.12,Sniff,15.62,,,,2.64,,28.2,,,,,,,,,,,,
Wet,Cabral,502,3/29/2022 0:54,22,3,29,0,54,16,4.6,43.8,0,56.3,0,2218,9,27.8,5,2,6.24,50,134,6.177606,6.75729,255,16,99,1.29,Sniff,13.64,,,,2.42,,28.1,,,,,,,,,,,,
Wet,Cabral,503,3/29/2022 0:59,22,3,29,0,59,15,4.6,33.3,0,66.7,0,2218,8,27.8,5,2,6.24,50,134,4.412577,6.088454,255,17,1,2,Sniff,9.68,,,,1.76,,28.2,,,,,,,,,,,,
Wet,Cabral,504,3/29/2022 1:04,22,3,29,1,4,13,4.6,7.7,0,92.3,0,2218,9,27.8,5,2,6.24,50,134,0.8825151,4.26116,255,17,2,12,Sniff,1.98,,,,0.33,,28.2,,,,,,,,,,,,
Wet,Cabral,505,3/29/2022 1:09,22,3,29,1,9,14,4.6,50,0,42.9,0,2218,8,27.8,5,2,6.24,50,134,6.177606,6.75729,255,17,3,0.858,Sniff,13.64,,,,2.42,,28.2,,,,,,,,,,,,
Wet,Cabral,506,3/29/2022 1:14,22,3,29,1,14,17,4.6,29.4,0,70.6,0,2218,9,27.8,4,2,6.21,50,134,4.412577,6.088454,255,17,4,2.4,Sniff,9.68,,,,1.76,,28.3,,,,,,,,,,,,
Wet,Cabral,507,3/29/2022 1:19,22,3,29,1,19,13,4.6,30.8,0,69.2,0,2218,9,27.8,5,2,6.24,50,134,3.53006,5.711758,255,17,5,2.25,Sniff,7.92,,,,1.342,,28.1,,,,,,,,,,,,
Wet,Cabral,508,3/29/2022 1:24,22,3,29,1,24,12,4.6,16.7,0,83.3,0,2218,8,27.5,5,2,6.24,50,134,1.76503,4.822152,255,17,6,4.99,Sniff,3.96,,,,0.682,,28.1,,,,,,,,,,,,
Wet,Cabral,509,3/29/2022 1:29,22,3,29,1,29,23,4.6,30.4,0,60.9,4.4,2218,9,27.5,5,2,6.24,50,134,5.29509,6.75729,255,17,7,2,Sniff,12.54,,,,2.2,,28.1,,,,,,,,,,,,
Wet,Cabral,510,3/29/2022 1:34,22,3,29,1,34,14,4.6,28.6,7.2,57.2,7.2,2218,9,27.5,5,2,6.21,50,134,3.53006,5.711758,255,17,8,2,Sniff,6.82,,,,1.144,,28.1,,,,,,,,,,,,
Wet,Cabral,511,3/29/2022 1:39,22,3,29,1,39,15,4.6,33.3,6.7,60,0,2218,9,27.5,4,2,6.24,50,134,4.412577,6.088454,255,17,9,1.8,Sniff,9.68,,,,1.76,,28.1,,,,,,,,,,,,
Wet,Cabral,512,3/29/2022 1:44,22,3,29,1,44,6,4.6,0,0,83.3,16.7,2218,8,27.5,5,2,6.21,50,134,0,3.53006,255,17,10,N/A,Sniff,0,,,,0,,28.1,,,,,,,,,,,,
Wet,Cabral,513,3/29/2022 1:49,22,3,29,1,49,19,4.6,42.1,10.5,42.1,5.3,2218,8,27.5,4,2,6.21,50,134,7.060121,7.060121,255,17,11,1,Sniff,14.52,,,,2.42,,28.1,,,,,,,,,,,,
Wet,Cabral,514,3/29/2022 1:54,22,3,29,1,54,6,4.6,16.7,0,66.7,0,2218,8,27.5,4,2,6.24,50,134,0.8825151,4.26116,255,17,12,3.99,Sniff,1.98,,,,0.33,,28.1,,,,,,,,,,,,
Wet,Cabral,515,3/29/2022 1:59,22,3,29,1,59,6,4.6,50,0,50,0,2218,9,27.5,4,2,6.21,50,134,2.647545,5.29509,255,17,13,1,Sniff,5.94,,,,1.012,,28.1,,,,,,,,,,,,
Wet,Cabral,516,3/29/2022 2:04,22,3,29,2,4,7,4.6,57.2,0,28.6,14.3,2218,9,27.5,5,2,6.21,50,134,3.53006,5.711758,255,17,14,0.5,Sniff,6.82,,,,1.166,,28.1,,,,,,,,,,,,
Wet,Cabral,517,3/29/2022 2:09,22,3,29,2,9,6,4.6,50,16.7,33.3,0,2218,9,27.5,5,2,6.21,50,134,2.647545,5.29509,255,17,15,0.666,Sniff,5.94,,,,1.012,,28.1,,,,,,,,,,,,
Wet,Cabral,518,3/29/2022 2:14,22,3,29,2,14,7,4.6,28.6,0,57.2,14.3,2218,9,27.5,4,2,6.21,50,134,1.76503,4.822152,255,17,16,2,Sniff,2.86,,,,0.484,,28.1,,,,,,,,,,,,
Wet,Cabral,519,3/29/2022 2:19,22,3,29,2,19,11,4.6,45.5,9.1,45.5,0,2218,8,27.5,5,2,6.21,50,134,4.412577,6.088454,255,17,17,1,Sniff,9.68,,,,1.76,,28,,,,,,,,,,,,
Wet,Cabral,520,3/29/2022 2:24,22,3,29,2,24,11,4.6,27.3,9.1,54.6,9.1,2218,9,27.5,4,2,6.21,50,134,1.76503,5.29509,255,17,18,2,Sniff,4.84,,,,0.814,,28.1,,,,,,,,,,,,
Wet,Cabral,521,3/29/2022 2:29,22,3,29,2,29,12,4.6,25,0,66.7,0,2218,9,27.5,5,2,6.18,50,134,2.647545,5.29509,255,17,19,2.67,Sniff,5.94,,,,1.012,,28,,,,,,,,,,,,
Wet,Cabral,522,3/29/2022 2:34,22,3,29,2,34,6,4.6,16.7,0,83.3,0,2218,8,27.5,4,2,6.21,50,134,0.8825151,4.26116,255,17,20,4.99,Sniff,1.98,,,,0.33,,28,,,,,,,,,,,,
Wet,Cabral,523,3/29/2022 2:39,22,3,29,2,39,6,4.6,16.7,0,83.3,0,2218,9,27.5,4,2,6.21,50,134,0.8825151,4.26116,255,17,21,4.99,Sniff,1.98,,,,0.33,,28.1,,,,,,,,,,,,
Wet,Cabral,524,3/29/2022 2:44,22,3,29,2,44,7,4.6,57.2,0,42.9,0,2218,9,27.5,5,2,6.21,50,134,3.53006,5.711758,255,17,22,0.75,Sniff,7.92,,,,1.342,,28.1,,,,,,,,,,,,
Wet,Cabral,525,3/29/2022 2:49,22,3,29,2,49,3,4.6,0,0,100,0,2218,8,27.5,4,2,6.21,50,134,0,3.511083,255,17,23,N/A,Sniff,0,,,,0,,28.1,,,,,,,,,,,,
Wet,Cabral,526,3/29/2022 2:54,22,3,29,2,54,9,4.6,22.2,11.1,66.7,0,2218,8,27.5,4,2,6.21,50,134,1.76503,4.822152,255,17,24,3,Sniff,3.96,,,,0.66,,28.1,,,,,,,,,,,,
Wet,Cabral,527,3/29/2022 2:59,22,3,29,2,59,18,4.6,11.1,5.6,77.8,0,2201,8,27.5,4,2,6.21,50,134,1.76503,4.822152,255,17,25,7.01,Sniff,3.96,,,,0.66,,28.1,,,,,,,,,,,,
Wet,Cabral,528,3/29/2022 3:04,22,3,29,3,4,4,4.6,25,0,75,0,2218,9,27.5,4,2,6.21,50,134,0.8777706,4.238252,255,17,26,3,Sniff,1.98,,,,0.33,,28.1,,,,,,,,,,,,
Wet,Cabral,529,3/29/2022 3:09,22,3,29,3,9,6,4.6,33.3,16.7,50,0,2218,9,27.5,4,2,6.18,50,134,1.76503,4.822152,255,17,27,1.5,Sniff,3.96,,,,0.682,,28,,,,,,,,,,,,
Wet,Cabral,530,3/29/2022 3:14,22,3,29,3,14,3,4.6,0,33.3,33.3,0,2236,9,27.5,4,2,6.21,50,134,0,3.511083,255,17,28,N/A,Sniff,0,,,,0,,28,,,,,,,,,,,,
Wet,Cabral,531,3/29/2022 3:19,22,3,29,3,19,14,4.6,14.3,7.2,78.6,0,2218,8,27.5,5,2,6.21,50,134,1.76503,4.822152,255,17,29,5.5,Sniff,3.96,,,,0.682,,28,,,,,,,,,,,,
Wet,Cabral,532,3/29/2022 3:24,22,3,29,3,24,5,4.6,60,0,40,0,2236,10,27.5,4,2,6.21,50,134,2.633312,5.266623,255,17,30,0.667,Sniff,5.94,,,,1.012,,28,,,,,,,,,,,,
Wet,Cabral,533,3/29/2022 3:29,22,3,29,3,29,1,4.6,100,0,0,0,2236,9,27.5,4,2,6.18,50,134,0.8777706,4.238252,255,17,31,0,Sniff,1.98,,,,0.33,,28,,,,,,,,,,,,
Wet,Cabral,534,3/29/2022 3:34,22,3,29,3,34,2,4.6,50,0,50,0,2218,8,27.5,4,2,6.18,50,134,0.8777706,4.238252,255,17,32,1,Sniff,1.98,,,,0.33,,28,,,,,,,,,,,,
Wet,Cabral,535,3/29/2022 3:39,22,3,29,3,39,6,4.6,16.7,0,50,33.3,2218,9,27.5,5,2,6.21,50,134,0,4.822152,255,17,33,2.99,Sniff,0,,,,0,,28,,,,,,,,,,,,
Wet,Cabral,536,3/29/2022 3:44,22,3,29,3,44,5,4.6,40,0,60,0,2218,9,27.5,5,2,6.21,50,134,1.755541,4.796227,255,17,34,1.5,Sniff,3.96,,,,0.682,,28,,,,,,,,,,,,
Wet,Cabral,537,3/29/2022 3:49,22,3,29,3,49,4,4.6,50,0,50,0,2236,9,27.5,4,2,6.21,50,134,1.755541,4.796227,255,17,35,1,Sniff,3.96,,,,0.682,,28,,,,,,,,,,,,
Wet,Cabral,538,3/29/2022 3:54,22,3,29,3,54,6,4.6,0,0,83.3,16.7,2218,8,27.5,4,2,6.21,50,134,0,3.53006,255,17,36,N/A,Sniff,0,,,,0,,27.9,,,,,,,,,,,,
Wet,Cabral,539,3/29/2022 3:59,22,3,29,3,59,3,4.6,33.3,0,66.7,0,2201,9,27.1,4,2,6.18,50,134,0.8777706,4.238252,255,17,37,2,Sniff,1.98,,,,0.33,,27.8,,,,,,,,,,,,
Wet,Cabral,540,3/29/2022 4:04,22,3,29,4,4,4,4.6,50,0,25,25,2218,9,27.1,4,2,6.21,50,134,1.755541,4.796227,255,17,38,0.5,Sniff,2.86,,,,0.484,,27.8,,,,,,,,,,,,
Wet,Cabral,541,3/29/2022 4:09,22,3,29,4,9,2,4.6,0,0,50,50,2218,9,27.1,4,2,6.21,50,134,0,3.511083,255,17,39,N/A,Sniff,0,,,,0,,27.7,,,,,,,,,,,,
Wet,Cabral,542,3/29/2022 4:14,22,3,29,4,14,1,4.6,100,0,0,0,2218,9,27.1,4,2,6.18,50,134,0.8777706,4.238252,255,17,40,0,Sniff,1.98,,,,0.33,,27.8,,,,,,,,,,,,
Wet,Cabral,543,3/29/2022 4:19,22,3,29,4,19,7,4.6,14.3,14.3,71.4,0,2218,9,27.1,4,1,6.21,50,134,0.8825151,4.26116,255,17,41,4.99,Sniff,1.98,,,,0.33,,27.8,,,,,,,,,,,,
Wet,Cabral,544,3/29/2022 4:24,22,3,29,4,24,8,4.6,37.5,0,50,12.5,2218,9,27.1,4,1,6.18,50,134,2.647545,5.29509,255,17,42,1.33,Sniff,4.84,,,,0.814,,27.9,,,,,,,,,,,,
Wet,Cabral,545,3/29/2022 4:29,22,3,29,4,29,5,4.6,60,0,40,0,2218,8,27.1,4,1,6.18,50,134,2.633312,5.266623,255,17,43,0.667,Sniff,5.94,,,,1.012,,27.8,,,,,,,,,,,,
Wet,Cabral,546,3/29/2022 4:34,22,3,29,4,34,2,4.6,50,0,50,0,2218,8,26.8,4,1,6.18,50,134,0.8777706,4.238252,255,17,44,1,Sniff,1.98,,,,0.33,,27.7,,,,,,,,,,,,
Wet,Cabral,547,3/29/2022 4:39,22,3,29,4,39,5,4.6,40,20,20,0,2218,8,26.8,4,1,6.18,50,134,1.755541,4.796227,255,17,45,0.5,Sniff,3.96,,,,0.682,,27.7,,,,,,,,,,,,
Wet,Cabral,548,3/29/2022 4:44,22,3,29,4,44,1,4.6,100,0,0,0,2236,9,26.8,4,2,6.18,50,134,0.8777706,4.238252,255,17,46,0,Sniff,1.98,,,,0.33,,27.8,,,,,,,,,,,,
Wet,Cabral,549,3/29/2022 4:49,22,3,29,4,49,2,4.6,50,0,50,0,2218,9,26.8,4,1,6.18,50,134,0.8777706,4.238252,255,17,47,1,Sniff,1.98,,,,0.33,,27.7,,,,,,,,,,,,
Wet,Cabral,550,3/29/2022 4:54,22,3,29,4,54,5,4.6,20,40,40,0,2218,9,26.8,4,1,6.18,50,134,0.8825151,4.26116,255,17,48,2,Sniff,1.98,,,,0.33,,27.8,,,,,,,,,,,,
Wet,Cabral,551,3/29/2022 4:59,22,3,29,4,59,4,4.6,0,0,50,25,2218,8,26.8,4,1,6.18,50,134,0,3.511083,255,17,49,N/A,Sniff,0,,,,0,,27.7,,,,,,,,,,,,
Wet,Cabral,552,3/29/2022 5:04,22,3,29,5,4,5,4.6,20,0,80,0,2236,9,26.8,4,1,6.18,50,134,0.8777706,4.238252,255,17,50,4,Sniff,1.98,,,,0.33,,27.7,,,,,,,,,,,,
Wet,Cabral,553,3/29/2022 5:10,22,3,29,5,10,3,4.6,33.3,0,33.3,33.3,2218,9,26.8,4,2,6.18,50,134,0.8777706,4.238252,255,17,51,1,Sniff,0.88,,,,0.154,,27.8,,,,,,,,,,,,
Wet,Cabral,554,3/29/2022 5:15,22,3,29,5,15,4,4.6,75,25,0,0,2218,8,26.8,4,1,6.18,50,134,2.633312,5.266623,255,17,52,0,Sniff,5.94,,,,1.012,,27.8,,,,,,,,,,,,
Wet,Cabral,555,3/29/2022 5:20,22,3,29,5,20,8,4.6,12.5,12.5,62.5,12.5,2218,9,26.8,4,1,6.18,50,134,0.8825151,4.26116,255,17,53,5,Sniff,0.88,,,,0.154,,27.7,,,,,,,,,,,,
Wet,Cabral,556,3/29/2022 5:25,22,3,29,5,25,4,4.6,50,25,25,0,2218,9,26.8,4,1,6.15,50,134,1.755541,4.796227,255,17,54,0.5,Sniff,3.96,,,,0.682,,27.8,,,,,,,,,,,,
Wet,Cabral,557,3/29/2022 5:30,22,3,29,5,30,2,4.6,50,0,50,0,2218,8,26.8,4,1,6.18,50,134,0.8777706,4.238252,255,17,55,1,Sniff,1.98,,,,0.33,,27.8,,,,,,,,,,,,
Wet,Cabral,558,3/29/2022 5:35,22,3,29,5,35,2,4.6,50,0,50,0,2218,8,26.8,4,1,6.15,50,134,0.8777706,4.238252,255,17,56,1,Sniff,1.98,,,,0.33,,27.8,,,,,,,,,,,,
Wet,Cabral,559,3/29/2022 5:40,22,3,29,5,40,1,4.6,0,0,0,0,2218,8,26.5,4,1,6.15,50,134,0,3.511083,255,17,57,N/A,Sniff,0,,,,0,,27.8,,,,,,,,,,,,
Wet,Cabral,560,3/29/2022 5:45,22,3,29,5,45,4,4.6,50,0,25,25,2218,9,26.8,5,2,6.18,50,134,1.755541,4.796227,255,17,58,0.5,Sniff,2.86,,,,0.484,,27.7,,,,,,,,,,,,
Wet,Cabral,561,3/29/2022 5:50,22,3,29,5,50,2,4.6,50,0,50,0,2236,9,26.8,4,1,6.15,50,134,0.8777706,4.238252,255,17,59,1,Sniff,1.98,,,,0.33,,27.6,,,,,,,,,,,,
Wet,Cabral,562,3/29/2022 5:55,22,3,29,5,55,3,4.6,33.3,0,66.7,0,2218,9,26.8,4,1,6.15,50,134,0.8777706,4.238252,255,17,60,2,Sniff,1.98,,,,0.33,,27.5,,,,,,,,,,,,
Wet,Cabral,568,3/29/2022 19:53,22,3,29,19,53,6,4.6,100,0,0,0,2218,8,27.5,9,2,6.33,50,134,5.238459,6.36604,255,21,1,0,Sniff,11.66,,,,1.98,,29,,,,,,,,,,,,
Wet,Cabral,569,3/29/2022 19:58,22,3,29,19,58,6,4.6,66.7,0,16.7,0,2218,9,27.5,9,2,6.33,50,134,3.492306,5.65067,255,21,2,0.25,Sniff,7.92,,,,1.342,,28.4,,,,,,,,,,,,
Wet,Cabral,570,3/29/2022 20:03,22,3,29,20,3,6,4.6,100,0,0,0,2218,9,27.5,9,2,6.3,50,134,5.238459,6.36604,255,21,3,0,Sniff,11.66,,,,1.98,,29.9,,,,,,,,,,,,
Wet,Cabral,571,3/29/2022 20:08,22,3,29,20,8,17,4.6,76.5,0,11.8,0,2218,9,27.5,9,2,6.33,50,134,11.35,8.27966,255,21,4,0.154,Sniff,25.3,,,,4.18,,30,,,,,,,,,,,,
Wet,Cabral,572,3/29/2022 20:13,22,3,29,20,13,20,4.6,90,0,5,0,2218,8,27.5,8,2,6.33,50,134,15.71538,9.357459,255,21,5,0.0556,Sniff,35.2,,,,5.72,,30,,,,,,,,,,,,
Wet,Cabral,573,3/29/2022 20:18,22,3,29,20,18,15,4.6,80,0,13.3,0,2218,9,27.5,8,2,6.33,50,134,10.47692,8.041999,255,21,6,0.166,Sniff,23.32,,,,3.96,,29.8,,,,,,,,,,,,
Wet,Cabral,574,3/29/2022 20:23,22,3,29,20,23,16,4.6,81.3,6.3,12.5,0,2218,9,27.5,8,2,6.33,50,134,11.35,8.27966,255,21,7,0.154,Sniff,25.3,,,,4.18,,29.7,,,,,,,,,,,,
Wet,Cabral,575,3/29/2022 20:28,22,3,29,20,28,45,4.6,75.6,0,13.3,4.5,2218,9,27.1,8,2,6.33,50,134,28.96643,12.14146,255,21,8,0.176,Sniff,63.8,,,,10.56,,29.9,,,,,,,,,,,,
Wet,Cabral,576,3/29/2022 20:33,22,3,29,20,33,34,4.6,94.1,0,3,0,2218,8,27.1,8,2,6.33,50,134,28.08866,11.84036,255,21,9,0.0319,Sniff,61.6,,,,10.34,,29.9,,,,,,,,,,,,
Wet,Cabral,577,3/29/2022 20:38,22,3,29,20,38,42,4.6,81,0,11.9,0,2218,9,27.1,8,2,6.33,50,134,29.8442,12.14146,255,21,10,0.147,Sniff,66,,,,11,,29.9,,,,,,,,,,,,
Wet,Cabral,578,3/29/2022 20:43,22,3,29,20,43,54,4.6,75.9,1.9,14.8,0,2218,9,27.1,8,2,6.33,50,134,35.98859,13.13275,255,21,11,0.195,Sniff,79.2,,,,13.2,,30,,,,,,,,,,,,
Wet,Cabral,579,3/29/2022 20:48,22,3,29,20,48,45,4.6,77.8,0,17.8,0,2218,9,27.1,7,2,6.33,50,134,30.72197,12.28879,255,21,12,0.229,Sniff,68.2,,,,11.22,,29.7,,,,,,,,,,,,
Wet,Cabral,580,3/29/2022 20:53,22,3,29,20,53,54,4.6,74.1,0,22.2,0,2218,9,27.1,7,2,6.33,50,134,35.11083,12.99649,255,21,13,0.3,Sniff,79.2,,,,12.76,,29.9,,,,,,,,,,,,
Wet,Cabral,581,3/29/2022 20:58,22,3,29,20,58,56,4.6,57.2,0,32.2,5.4,2218,9,27.1,7,2,6.33,50,134,27.35797,12.05684,255,21,14,0.563,Sniff,59.4,,,,9.9,,29.6,,,,,,,,,,,,
