Season,Site,Test #,Full Date,Year,Month,Day,Hour,Minute,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon [pCi/L],Radon 2-Sigma Uncert. [pCi/L],Units Byte,Run #,Cycle #,C/A Count Ratio,Mode,Calculated Radon [Dpm/L],Calculated Radon 2-Sigma Uncert. [Dpm/L],Calculated Thoron [Dpm/L],Calculated Thoron 2-Sigma Uncert. [Dpm/L],Radon In Water [Dpm/L],Radon In Water 2-Sigma Uncert. [Dpm/L],Thoron In Water [Dpm/L],Thoron In Water 2-Sigma Uncert. [Dpm/L],Water Temperature [Celsius],Meaningful Thoron Threshold (Air) [Dpm/L],Meaningful Thoron Threshold (Water) [Dpm/L],Total Counts (A),Total Counts (B),Total Counts (C),Total Counts (D),Total Counts (Other),Avg. CPM (A),Avg. CPM (B),Avg. CPM (C),Avg. CPM (D),Avg. CPM (Other)
Wet,Varari,657,3/21/2022 22:41,22,3,21,22,41,181,4.5,49.7,0,47.5,0,2218,8,26.8,4,1,6.18,40,134,77.0911,18.05541,255,01*,127*,0.956,Sniff,169.4,,,,29.48,,,,27.7,,,,,,,,,,,,
Wet,Varari,658,3/21/2022 22:46,22,3,21,22,46,164,4.5,40.3,1.8,53.1,1.2,2218,7,26.8,4,1,6.18,40,134,55.37099,15.75298,255,01*,128*,1.32,Sniff,121,,,,21.12,,,,27.8,,,,,,,,,,,,
Wet,Varari,659,3/21/2022 22:51,22,3,21,22,51,197,4.5,51.3,1,46.2,0,2201,8,26.8,4,1,6.18,40,134,86.51334,19.01496,255,01*,129*,0.901,Sniff,191.4,,,,33,,,,27.7,,,,,,,,,,,,
Wet,Varari,660,3/21/2022 22:56,22,3,21,22,56,182,4.5,46.7,1.1,47.3,0.6,2236,8,26.8,4,1,6.18,40,134,71.95169,17.6001,255,01*,130*,1.01,Sniff,158.4,,,,27.5,,,,27.6,,,,,,,,,,,,
Wet,Varari,661,3/21/2022 23:01,22,3,21,23,1,178,4.5,50,0,47.2,1.1,2236,8,26.8,4,1,6.18,40,134,75.37796,17.96537,255,01*,131*,0.944,Sniff,165,,,,28.6,,,,27.9,,,,,,,,,,,,
Wet,Varari,662,3/21/2022 23:06,22,3,21,23,6,164,4.5,45.7,0.6,49.4,1.8,2236,8,26.4,4,1,6.18,40,134,63.03774,16.65383,255,01*,132*,1.08,Sniff,138.6,,,,24.2,,,,27.7,,,,,,,,,,,,
Wet,Varari,663,3/21/2022 23:11,22,3,21,23,11,152,4.5,42.1,2,52.6,0.7,2218,7,26.4,4,1,6.18,40,134,53.66726,15.43957,255,01*,133*,1.25,Sniff,118.8,,,,20.46,,,,27.7,,,,,,,,,,,,
Wet,Varari,664,3/21/2022 23:16,22,3,21,23,16,167,4.5,41.9,0,53.3,1.8,2218,7,26.4,4,1,6.18,40,134,59.10317,16.24957,255,01*,134*,1.27,Sniff,129.8,,,,22.66,,,,27.5,,,,,,,,,,,,
Wet,Varari,665,3/21/2022 23:21,22,3,21,23,21,188,4.5,52.1,2.1,43.1,1.1,2218,7,26.4,4,1,6.21,40,134,83.08707,18.75862,255,01*,135*,0.827,Sniff,182.6,,,,31.9,,,,27.6,,,,,,,,,,,,
Wet,Varari,666,3/21/2022 23:26,22,3,21,23,26,150,4.5,42,2,52.7,0,2218,7,26.4,4,1,6.18,40,134,53.66726,15.3335,255,01*,136*,1.25,Sniff,118.8,,,,20.46,,,,27.9,,,,,,,,,,,,
Wet,Varari,667,3/21/2022 23:31,22,3,21,23,31,143,4.5,42.7,0,56.7,0,2236,8,26.4,4,1,6.15,40,134,51.96354,15.11885,255,01*,137*,1.33,Sniff,114.4,,,,19.8,,,,27.9,,,,,,,,,,,,
Wet,Varari,668,3/21/2022 23:36,22,3,21,23,36,141,4.5,38.3,1.4,56.8,0.7,2218,7,26.4,4,1,6.15,40,134,46.00051,14.33887,255,01*,138*,1.48,Sniff,101.2,,,,17.6,,,,27.6,,,,,,,,,,,,
Wet,Varari,669,3/21/2022 23:41,22,3,21,23,41,155,4.5,32.9,1.9,63.2,0.7,2236,8,26.4,4,1,6.18,40,134,42.59307,13.98944,255,01*,139*,1.92,Sniff,94.6,,,,16.28,,,,27.8,,,,,,,,,,,,
Wet,Varari,670,3/21/2022 23:46,22,3,21,23,46,140,4.5,29.3,2.9,65.7,1.4,2218,7,26.4,4,1,6.18,40,134,34.07445,12.74511,255,01*,140*,2.24,Sniff,74.8,,,,12.98,,,,27.8,,,,,,,,,,,,
Wet,Varari,671,3/21/2022 23:51,22,3,21,23,51,181,4.5,49.7,0,48.6,0,2218,7,26.4,4,1,6.18,40,134,77.0911,18.05541,255,01*,141*,0.978,Sniff,169.4,,,,29.48,,,,27.7,,,,,,,,,,,,
Wet,Varari,672,3/21/2022 23:56,22,3,21,23,56,174,4.5,50.6,0,45.4,0.6,2218,7,26.4,4,1,6.15,40,134,75.37796,17.87482,255,01*,142*,0.897,Sniff,165,,,,28.82,,,,27.6,,,,,,,,,,,,
Wet,Varari,673,3/22/2022 0:01,22,3,22,0,1,168,4.5,42.9,1.2,53,1.2,2218,7,26.4,4,1,6.18,40,134,60.81631,16.35017,255,01*,143*,1.24,Sniff,134.2,,,,23.1,,,,27.8,,,,,,,,,,,,
Wet,Varari,674,3/22/2022 0:06,22,3,22,0,6,123,4.5,23.6,1.6,72.4,0,2201,8,26.1,4,1,6.15,40,134,24.56898,10.97509,255,01*,144*,3.07,Sniff,55,,,,9.46,,,,27.8,,,,,,,,,,,,
Wet,Varari,675,3/22/2022 0:11,22,3,22,0,11,112,4.5,19.7,2.7,77.7,0,2218,7,26.4,4,1,6.18,40,134,18.63854,9.82053,255,01*,145*,3.94,Sniff,40.92,,,,7.04,,,,27.8,,,,,,,,,,,,
Wet,Varari,676,3/22/2022 0:16,22,3,22,0,16,96,4.6,16.7,1.1,77.1,5.2,2201,8,26.4,4,1,6.18,40,134,11.79643,8.834919,255,01*,146*,4.62,Sniff,25.96,,,,4.4,,,,27.8,,,,,,,,,,,,
Wet,Varari,677,3/22/2022 0:21,22,3,22,0,21,93,4.6,15.1,1.1,82.8,1.1,2218,7,26.4,4,1,6.18,40,134,11.79643,8.211971,255,01*,147*,5.48,Sniff,25.96,,,,4.4,,,,27.8,,,,,,,,,,,,
Wet,Varari,678,3/22/2022 0:26,22,3,22,0,26,81,4.6,12.4,2.5,81.5,0,2218,7,26.1,4,1,6.15,40,134,8.42602,7.274393,255,01*,148*,6.57,Sniff,18.48,,,,3.3,,,,27.9,,,,,,,,,,,,
Wet,Varari,679,3/22/2022 0:31,22,3,22,0,31,73,4.6,13.7,0,83.6,1.4,2218,7,26.4,4,1,6.18,40,134,8.42602,7.274393,255,01*,149*,6.1,Sniff,18.48,,,,3.3,,,,27.9,,,,,,,,,,,,
Wet,Varari,680,3/22/2022 0:36,22,3,22,0,36,78,4.6,9,2.6,87.2,1.3,2218,7,26.1,4,1,6.15,40,134,5.898214,6.45168,255,01*,150*,9.69,Sniff,12.98,,,,2.2,,,,27.9,,,,,,,,,,,,
Wet,Varari,681,3/22/2022 0:41,22,3,22,0,41,80,4.6,13.8,0,85,0,2236,8,26.1,4,1,6.15,40,134,9.268622,7.522921,255,01*,151*,6.16,Sniff,20.46,,,,3.52,,,,27.8,,,,,,,,,,,,
Wet,Varari,682,3/22/2022 0:46,22,3,22,0,46,66,4.6,7.6,0,90.9,1.5,2218,7,26.1,4,1,6.18,40,134,4.21301,5.813094,255,01*,152*,12,Sniff,9.24,,,,1.54,,,,27.9,,,,,,,,,,,,
Wet,Varari,683,3/22/2022 0:51,22,3,22,0,51,61,4.6,13.1,0,82,1.7,2236,8,26.1,4,1,6.15,40,134,6.704379,6.704379,255,01*,153*,6.26,Sniff,14.74,,,,2.64,,,,27.9,,,,,,,,,,,,
Wet,Varari,684,3/22/2022 0:56,22,3,22,0,56,61,4.6,4.9,1.7,91.8,0,2218,7,26.1,4,1,6.15,40,134,2.514142,5.028284,255,01*,154*,18.7,Sniff,5.5,,,,0.946,,,,27.9,,,,,,,,,,,,
Wet,Varari,685,3/22/2022 1:01,22,3,22,1,1,59,4.6,3.4,1.7,88.1,5.1,2236,8,26.1,4,1,6.18,40,134,0.8380473,5.028284,255,01*,155*,25.9,Sniff,0.66,,,,0.11,,,,27.9,,,,,,,,,,,,
Wet,Varari,686,3/22/2022 1:06,22,3,22,1,6,60,4.6,18.3,0,80,0,2218,7,26.1,4,1,6.18,40,134,9.218521,7.482257,255,01*,156*,4.37,Sniff,20.24,,,,3.52,,,,27.9,,,,,,,,,,,,
Wet,Varari,687,3/22/2022 1:12,22,3,22,1,12,50,4.6,8,6,80,2,2218,8,26.1,4,1,6.15,40,134,3.352189,5.423956,255,01*,157*,10,Sniff,7.48,,,,1.32,,,,27.8,,,,,,,,,,,,
Wet,Varari,688,3/22/2022 1:17,22,3,22,1,17,49,4.6,18.4,2.1,77.6,0,2218,7,26.1,4,1,6.15,40,134,7.542426,6.976372,255,01*,158*,4.22,Sniff,16.5,,,,2.86,,,,27.8,,,,,,,,,,,,
Wet,Varari,689,3/22/2022 1:22,22,3,22,1,22,41,4.6,26.8,2.5,63.4,7.3,2218,8,26.1,4,1,6.15,40,134,8.380473,7.71934,255,01*,159*,2.37,Sniff,18.48,,,,3.08,,,,27.9,,,,,,,,,,,,
Wet,Varari,690,3/22/2022 1:27,22,3,22,1,27,42,4.6,26.2,0,71.4,2.4,2236,8,26.1,4,1,6.18,40,134,9.218521,7.482257,255,01*,160*,2.73,Sniff,20.24,,,,3.52,,,,27.8,,,,,,,,,,,,
Wet,Varari,691,3/22/2022 1:32,22,3,22,1,32,29,4.6,17.3,3.5,72.4,6.9,2201,7,26.1,4,1,6.15,40,134,3.334167,6.077772,255,01*,161*,4.18,Sniff,7.26,,,,1.32,,,,27.8,,,,,,,,,,,,
Wet,Varari,692,3/22/2022 1:37,22,3,22,1,37,35,4.6,20,0,77.2,0,2218,7,26.1,4,1,6.18,40,134,5.834792,6.382307,255,01*,162*,3.86,Sniff,12.76,,,,2.2,,,,27.9,,,,,,,,,,,,
Wet,Varari,693,3/22/2022 1:42,22,3,22,1,42,31,4.6,29,0,71,0,2218,8,26.1,4,1,6.15,40,134,7.501875,6.938864,255,01*,163*,2.45,Sniff,16.5,,,,2.86,,,,27.8,,,,,,,,,,,,
Wet,Varari,694,3/22/2022 1:47,22,3,22,1,47,29,4.6,20.7,3.5,75.9,0,2236,8,26.1,4,1,6.15,40,134,5.00125,6.077772,255,01*,164*,3.67,Sniff,11,,,,1.98,,,,27.8,,,,,,,,,,,,
Wet,Varari,695,3/22/2022 1:52,22,3,22,1,52,27,4.6,25.9,0,70.4,3.7,2201,8,26.1,4,1,6.15,40,134,5.834792,6.382307,255,01*,165*,2.72,Sniff,12.76,,,,2.2,,,,27.8,,,,,,,,,,,,
Wet,Varari,696,3/22/2022 1:57,22,3,22,1,57,30,4.6,13.3,3.3,83.3,0,2201,8,26.1,4,1,6.15,40,134,3.334167,5.394795,255,01*,166*,6.26,Sniff,7.26,,,,1.276,,,,27.8,,,,,,,,,,,,
Wet,Varari,241,3/24/2022 16:16,22,3,24,16,16,21,4.6,90.5,4.8,0,0,2218,8,33.9,7,2,6.27,50,134,16.76779,9.658484,255,14,8,0,Sniff,37.18,,,,6.16,,,,29.9,,,,,,,,,,,,
Wet,Varari,242,3/24/2022 16:21,22,3,24,16,21,24,4.6,70.8,4.2,8.3,0,2218,9,33.9,7,2,6.27,50,134,15.00276,9.253419,255,14,9,0.117,Sniff,33.22,,,,5.5,,,,29.9,,,,,,,,,,,,
Wet,Varari,243,3/24/2022 16:26,22,3,24,16,26,38,4.6,79,2.6,5.3,0,2218,8,33.9,7,2,6.27,50,134,26.47546,11.5923,255,14,10,0.0671,Sniff,59.4,,,,9.68,,,,30.1,,,,,,,,,,,,
Wet,Varari,244,3/24/2022 16:31,22,3,24,16,31,43,4.6,74.4,0,11.6,2.3,2218,8,33.9,7,2,6.27,50,134,28.39397,11.96905,255,14,11,0.156,Sniff,61.6,,,,10.12,,,,29.7,,,,,,,,,,,,
Wet,Varari,245,3/24/2022 16:36,22,3,24,16,36,46,4.6,71.8,4.4,13.1,0,2218,8,33.5,6,2,6.27,50,134,29.28128,12.12236,255,14,12,0.182,Sniff,63.8,,,,10.56,,,,29.8,,,,,,,,,,,,
Wet,Varari,246,3/24/2022 16:41,22,3,24,16,41,59,4.6,86.5,0,8.5,0,2218,9,33.5,7,2,6.27,50,134,45.25289,14.57161,255,14,13,0.0983,Sniff,99,,,,16.5,,,,29.7,,,,,,,,,,,,
Wet,Varari,247,3/24/2022 16:46,22,3,24,16,46,55,4.6,81.8,0,9.1,0,2201,9,33.2,6,2,6.27,50,134,39.92902,13.8107,255,14,14,0.111,Sniff,88,,,,14.52,,,,29.4,,,,,,,,,,,,
Wet,Varari,248,3/24/2022 16:51,22,3,24,16,51,74,4.5,79.7,0,17.6,0,2218,9,33.2,6,2,6.27,50,134,52.63746,15.60561,255,14,15,0.221,Sniff,116.6,,,,19.58,,,,29.4,,,,,,,,,,,,
Wet,Varari,249,3/24/2022 16:56,22,3,24,16,56,76,4.5,63.2,0,32.9,1.3,2218,8,33.2,6,2,6.27,50,134,42.8237,14.27456,255,14,16,0.521,Sniff,94.6,,,,15.84,,,,29.4,,,,,,,,,,,,
Wet,Varari,250,3/24/2022 17:01,22,3,24,17,1,79,4.5,77.2,1.3,16.5,0,2218,9,32.9,6,2,6.24,50,134,54.42178,15.83407,255,14,17,0.214,Sniff,121,,,,20.02,,,,29.9,,,,,,,,,,,,
Wet,Varari,251,3/24/2022 17:06,22,3,24,17,6,98,4.5,72.5,0,20.4,0,2218,9,32.9,6,2,6.24,50,134,63.34338,16.92478,255,14,18,0.281,Sniff,140.8,,,,23.54,,,,29.4,,,,,,,,,,,,
Wet,Varari,252,3/24/2022 17:11,22,3,24,17,11,102,4.5,66.7,1,29.4,0,2218,9,32.6,6,2,6.24,50,134,60.6669,16.606,255,14,19,0.441,Sniff,136.4,,,,22.44,,,,29.7,,,,,,,,,,,,
Wet,Varari,253,3/24/2022 17:16,22,3,24,17,16,87,4.5,60.9,0,33.3,0,2236,9,32.6,6,2,6.27,50,134,47.2845,14.89634,255,14,20,0.547,Sniff,105.6,,,,17.6,,,,29.5,,,,,,,,,,,,
Wet,Varari,254,3/24/2022 17:21,22,3,24,17,21,95,4.5,59,0,35.8,0,2201,8,32.3,6,2,6.24,50,134,49.96097,15.25564,255,14,21,0.607,Sniff,112.2,,,,18.48,,,,29.7,,,,,,,,,,,,
Wet,Varari,255,3/24/2022 17:26,22,3,24,17,26,104,4.5,61.6,1,35.6,0,2218,9,32.3,6,2,6.24,40,134,57.41199,16.25882,255,14,22,0.578,Sniff,127.6,,,,21.12,,,,29.6,,,,,,,,,,,,
Wet,Varari,256,3/24/2022 17:31,22,3,24,17,32,75,4.5,62.7,0,33.3,0,2218,9,32.3,6,2,6.24,50,134,41.93154,14.14645,255,14,23,0.531,Sniff,94.6,,,,15.62,,,,29.4,,,,,,,,,,,,
Wet,Varari,257,3/24/2022 17:36,22,3,24,17,37,75,4.5,49.3,0,49.3,0,2218,9,32.3,6,2,6.24,50,134,33.00993,12.78361,255,14,24,1,Sniff,74.8,,,,12.32,,,,29.4,,,,,,,,,,,,
Wet,Varari,258,3/24/2022 17:41,22,3,24,17,42,55,4.6,20,1.8,76.4,1.8,2218,8,32,6,2,6.24,50,134,9.760427,7.922096,255,14,25,3.82,Sniff,20.46,,,,3.3,,,,29.3,,,,,,,,,,,,
Wet,Varari,259,3/24/2022 17:46,22,3,24,17,47,60,4.6,13.3,3.3,80,1.7,2218,8,32,6,2,6.24,50,134,7.098492,7.098492,255,14,26,6.02,Sniff,14.52,,,,2.42,,,,29.2,,,,,,,,,,,,
Wet,Varari,260,3/24/2022 17:51,22,3,24,17,52,39,4.6,23.1,2.6,71.8,0,2236,9,31.7,6,2,6.24,50,134,7.985803,7.386474,255,14,27,3.11,Sniff,17.6,,,,2.86,,,,29.2,,,,,,,,,,,,
Wet,Varari,261,3/24/2022 17:56,22,3,24,17,57,49,4.6,14.3,0,81.6,2.1,2218,9,31.7,6,2,6.24,50,134,5.32387,6.794013,255,14,28,5.71,Sniff,12.54,,,,2.2,,,,29.2,,,,,,,,,,,,
Wet,Varari,262,3/24/2022 18:01,22,3,24,18,2,53,4.6,20.8,1.9,73.6,1.9,2218,9,31.7,6,2,6.24,50,134,9.760427,7.922096,255,14,29,3.54,Sniff,20.46,,,,3.3,,,,29.4,,,,,,,,,,,,
Wet,Varari,263,3/24/2022 18:06,22,3,24,18,7,51,4.6,7.9,5.9,80.4,0,2218,9,31.4,6,2,6.24,50,134,3.549246,5.7428,255,14,30,10.2,Sniff,7.92,,,,1.32,,,,29.2,,,,,,,,,,,,
Wet,Varari,264,3/24/2022 18:11,22,3,24,18,12,42,4.6,11.9,0,88.1,0,2236,9,31.4,6,2,6.24,50,134,4.436557,6.121543,255,14,31,7.4,Sniff,9.68,,,,1.54,,,,29.1,,,,,,,,,,,,
Wet,Varari,265,3/24/2022 18:16,22,3,24,18,17,40,4.6,10,7.5,82.5,0,2218,9,31.1,6,2,6.24,50,134,3.549246,5.7428,255,14,32,8.25,Sniff,7.7,,,,1.32,,,,29.1,,,,,,,,,,,,
Wet,Varari,266,3/24/2022 18:21,22,3,24,18,22,41,4.6,14.6,4.9,78.1,0,2201,9,31.1,6,2,6.24,50,134,5.32387,6.469834,255,14,33,5.35,Sniff,11.66,,,,1.98,,,,29,,,,,,,,,,,,
Wet,Varari,267,3/24/2022 18:26,22,3,24,18,27,46,4.6,17.4,0,78.3,0,2218,9,30.8,6,2,6.24,50,134,7.098492,7.098492,255,14,34,4.5,Sniff,15.62,,,,2.64,,,,29.1,,,,,,,,,,,,
Wet,Varari,268,3/24/2022 18:31,22,3,24,18,32,34,4.6,8.8,3,85.3,0,2218,9,30.8,6,2,6.21,40,134,2.647545,5.29509,255,14,35,9.69,Sniff,5.94,,,,0.99,,,,29,,,,,,,,,,,,
Wet,Varari,269,3/24/2022 18:36,22,3,24,18,37,32,4.6,18.8,3.1,71.9,0,2236,9,30.5,6,2,6.24,50,134,5.29509,6.434862,255,14,36,3.82,Sniff,11.66,,,,1.98,,,,29,,,,,,,,,,,,
Wet,Varari,270,3/24/2022 18:41,22,3,24,18,42,29,4.6,13.8,3.5,82.8,0,2201,9,30.5,5,2,6.24,50,134,3.53006,5.711758,255,14,37,6,Sniff,7.92,,,,1.32,,,,29,,,,,,,,,,,,
Wet,Varari,271,3/24/2022 18:46,22,3,24,18,47,21,4.6,9.5,4.8,85.7,0,2218,9,30.2,5,2,6.21,50,134,1.76503,4.822152,255,14,38,9.02,Sniff,3.96,,,,0.66,,,,28.9,,,,,,,,,,,,
Wet,Varari,272,3/24/2022 18:51,22,3,24,18,52,36,4.6,19.5,0,77.8,2.8,2218,9,30.2,5,2,6.24,50,134,6.211181,6.794013,255,14,39,3.99,Sniff,12.54,,,,2.2,,,,28.9,,,,,,,,,,,,
Wet,Varari,273,3/24/2022 18:56,22,3,24,18,57,38,4.6,26.3,0,71.1,0,2218,8,30.2,5,2,6.21,50,134,8.873114,7.660382,255,14,40,2.7,Sniff,19.58,,,,3.3,,,,29.1,,,,,,,,,,,,
Wet,Varari,274,3/24/2022 19:01,22,3,24,19,2,21,4.6,9.5,4.8,85.7,0,2218,9,29.9,5,2,6.21,50,134,1.76503,4.822152,255,14,41,9.02,Sniff,3.96,,,,0.66,,,,29,,,,,,,,,,,,
Wet,Varari,275,3/24/2022 19:06,22,3,24,19,7,23,4.6,13.1,0,82.6,0,2218,9,29.9,5,2,6.21,50,134,2.647545,5.29509,255,14,42,6.31,Sniff,5.94,,,,0.99,,,,28.8,,,,,,,,,,,,
Wet,Varari,276,3/24/2022 19:11,22,3,24,19,12,26,4.6,19.2,0,76.9,0,2218,9,29.9,6,2,6.21,50,134,4.412577,6.088454,255,14,43,4.01,Sniff,9.68,,,,1.54,,,,28.8,,,,,,,,,,,,
Wet,Varari,277,3/24/2022 19:16,22,3,24,19,17,28,4.6,10.7,7.2,75,7.2,2218,9,29.6,5,2,6.21,50,134,1.76503,5.711758,255,14,44,7.01,Sniff,3.74,,,,0.616,,,,28.8,,,,,,,,,,,,
Wet,Varari,278,3/24/2022 19:21,22,3,24,19,22,21,4.6,23.8,4.8,71.4,0,2218,9,29.6,5,2,6.21,50,134,4.412577,6.088454,255,14,45,3,Sniff,9.68,,,,1.76,,,,28.7,,,,,,,,,,,,
Wet,Varari,279,3/24/2022 19:26,22,3,24,19,27,15,4.6,26.7,0,73.3,0,2218,9,29.6,5,2,6.21,50,134,3.53006,5.711758,255,14,46,2.75,Sniff,7.92,,,,1.32,,,,28.6,,,,,,,,,,,,
Wet,Varari,280,3/24/2022 19:31,22,3,24,19,32,15,4.6,33.3,0,66.7,0,2201,9,29.6,5,2,6.21,50,134,4.412577,6.088454,255,14,47,2,Sniff,9.68,,,,1.76,,,,28.7,,,,,,,,,,,,
Wet,Varari,281,3/24/2022 19:36,22,3,24,19,37,14,4.6,14.3,0,78.6,0,2218,9,29.3,5,2,6.21,50,134,1.76503,4.822152,255,14,48,5.5,Sniff,3.96,,,,0.66,,,,28.8,,,,,,,,,,,,
Wet,Varari,282,3/24/2022 19:41,22,3,24,19,42,23,4.6,30.4,0,69.6,0,2218,8,29.3,5,2,6.21,50,134,6.177606,6.75729,255,14,49,2.29,Sniff,13.64,,,,2.42,,,,28.7,,,,,,,,,,,,
Wet,Varari,283,3/24/2022 19:46,22,3,24,19,47,13,4.6,23.1,0,76.9,0,2236,9,29.3,5,2,6.21,50,134,2.647545,5.29509,255,14,50,3.33,Sniff,5.94,,,,0.99,,,,28.7,,,,,,,,,,,,
Wet,Varari,284,3/24/2022 19:51,22,3,24,19,52,17,4.6,5.9,5.9,76.5,5.9,2218,9,29.3,5,2,6.21,50,134,0.8825151,4.26116,255,14,51,13,Sniff,0.88,,,,0.154,,,,28.6,,,,,,,,,,,,
Wet,Varari,285,3/24/2022 19:56,22,3,24,19,57,13,4.6,15.4,7.7,76.9,0,2201,9,29.3,5,2,6.18,50,134,1.76503,4.822152,255,14,52,4.99,Sniff,3.96,,,,0.66,,,,28.7,,,,,,,,,,,,
Wet,Varari,286,3/24/2022 20:01,22,3,24,20,2,17,4.6,35.3,0,58.8,0,2218,9,29,5,2,6.21,50,134,5.29509,6.434862,255,14,53,1.67,Sniff,11.66,,,,1.98,,,,28.7,,,,,,,,,,,,
Wet,Varari,287,3/24/2022 20:06,22,3,24,20,7,8,4.6,37.5,12.5,50,0,2218,8,29,5,2,6.21,50,134,2.647545,5.29509,255,14,54,1.33,Sniff,5.94,,,,0.99,,,,28.6,,,,,,,,,,,,
Wet,Varari,288,3/24/2022 20:11,22,3,24,20,12,14,4.6,14.3,7.2,64.3,0,2236,9,29,5,2,6.18,50,134,1.76503,4.822152,255,14,55,4.5,Sniff,3.96,,,,0.66,,,,28.6,,,,,,,,,,,,
Wet,Varari,289,3/24/2022 20:16,22,3,24,20,17,7,4.6,14.3,0,85.7,0,2218,9,29,5,2,6.21,50,134,0.8825151,4.26116,255,14,56,5.99,Sniff,1.98,,,,0.33,,,,28.5,,,,,,,,,,,,
Wet,Varari,290,3/24/2022 20:21,22,3,24,20,22,10,4.6,30,0,70,0,2218,8,29,5,2,6.21,50,134,2.647545,5.29509,255,14,57,2.33,Sniff,5.94,,,,0.99,,,,28.6,,,,,,,,,,,,
Wet,Varari,291,3/24/2022 20:26,22,3,24,20,27,14,4.6,21.4,0,78.6,0,2201,9,28.7,5,2,6.21,50,134,2.647545,5.29509,255,14,58,3.67,Sniff,5.94,,,,0.99,,,,28.5,,,,,,,,,,,,
Wet,Varari,292,3/24/2022 20:31,22,3,24,20,32,8,4.6,37.5,0,62.5,0,2236,9,28.7,5,2,6.21,50,134,2.647545,5.29509,255,14,59,1.67,Sniff,5.94,,,,0.99,,,,28.6,,,,,,,,,,,,
Wet,Varari,293,3/24/2022 20:36,22,3,24,20,37,9,4.6,11.1,0,77.8,0,2218,9,28.7,5,2,6.18,50,134,0.8825151,4.26116,255,14,60,7.01,Sniff,1.98,,,,0.33,,,,28.5,,,,,,,,,,,,
Wet,Varari,294,3/24/2022 20:41,22,3,24,20,42,11,4.6,27.3,0,63.6,0,2218,8,28.7,5,2,6.18,50,134,2.647545,5.29509,255,14,61,2.33,Sniff,5.94,,,,0.99,,,,28.7,,,,,,,,,,,,
Wet,Varari,295,3/24/2022 20:46,22,3,24,20,47,7,4.6,28.6,0,57.2,14.3,2218,9,28.7,5,2,6.21,50,134,1.76503,4.822152,255,14,62,2,Sniff,2.86,,,,0.484,,,,28.7,,,,,,,,,,,,
Wet,Varari,296,3/24/2022 20:51,22,3,24,20,52,7,4.6,28.6,0,71.4,0,2218,9,28.7,5,2,6.21,50,134,1.76503,4.822152,255,14,63,2.5,Sniff,3.96,,,,0.66,,,,28.4,,,,,,,,,,,,
Wet,Varari,297,3/24/2022 20:56,22,3,24,20,57,9,4.6,22.2,0,66.7,11.1,2218,9,28.7,5,2,6.21,50,134,1.76503,4.822152,255,14,64,3,Sniff,2.86,,,,0.484,,,,28.4,,,,,,,,,,,,
Wet,Varari,298,3/24/2022 21:01,22,3,24,21,2,6,4.6,33.3,0,50,0,2236,9,28.7,5,2,6.21,50,134,1.755541,4.796227,255,14,65,1.5,Sniff,3.96,,,,0.66,,,,28.5,,,,,,,,,,,,
Wet,Varari,299,3/24/2022 21:06,22,3,24,21,7,4,4.6,25,25,50,0,2218,8,28.7,5,2,6.21,50,134,0.8777706,4.238252,255,14,66,2,Sniff,1.98,,,,0.33,,,,28.6,,,,,,,,,,,,
Wet,Varari,300,3/24/2022 21:11,22,3,24,21,12,5,4.6,40,20,40,0,2218,9,28.4,5,2,6.21,50,134,1.76503,4.822152,255,14,67,1,Sniff,3.96,,,,0.66,,,,28.5,,,,,,,,,,,,
Wet,Varari,301,3/24/2022 21:16,22,3,24,21,17,6,4.6,33.3,33.3,33.3,0,2218,9,28.4,5,2,6.18,50,134,1.76503,4.822152,255,14,68,1,Sniff,3.96,,,,0.66,,,,28.4,,,,,,,,,,,,
Wet,Varari,302,3/24/2022 21:21,22,3,24,21,22,48,4.6,85.4,0,14.6,0,2218,9,28.4,5,2,6.18,50,134,36.37977,13.27549,255,14,69,0.171,Sniff,79.2,,,,13.64,,,,28.5,,,,,,,,,,,,
Wet,Varari,303,3/24/2022 21:26,22,3,24,21,27,72,4.6,83.3,1.4,8.3,0,2236,9,28.4,5,2,6.18,50,134,53.23869,15.63487,255,14,70,0.0996,Sniff,116.6,,,,19.8,,,,28.7,,,,,,,,,,,,
Wet,Varari,304,3/24/2022 21:31,22,3,24,21,32,63,4.6,92.1,0,7.9,0,2218,9,28.4,5,2,6.21,50,134,51.46407,15.40576,255,14,71,0.0858,Sniff,112.2,,,,19.36,,,,28.4,,,,,,,,,,,,
Wet,Varari,305,3/24/2022 21:36,22,3,24,21,37,85,4.5,84.7,0,13,0,2236,10,28.4,5,2,6.18,50,134,64.23553,17.02956,255,14,72,0.153,Sniff,143,,,,24.64,,,,28.4,,,,,,,,,,,,
Wet,Varari,306,3/24/2022 21:41,22,3,24,21,42,75,4.5,82.7,1.3,16,0,2201,8,28.4,5,2,6.18,50,134,55.31393,15.94692,255,14,73,0.193,Sniff,123.2,,,,21.12,,,,28.3,,,,,,,,,,,,
